run_id,work_order_id,machine_id,operator_id,start_time,end_time
754,166,4,25,2024-02-15 14:00:00,2024-02-15 17:24:06.658603
755,293,14,22,2024-03-09 10:00:00,2024-03-09 15:23:14.590229
756,217,1,17,2024-01-14 06:00:00,2024-01-14 08:54:15.665644
757,28,2,7,2024-02-04 18:00:00,2024-02-04 22:55:39.579467
758,147,9,5,2024-01-08 17:00:00,2024-01-08 21:55:18.433217
759,105,18,2,2024-02-15 13:00:00,2024-02-15 14:30:44.640114
760,288,8,24,2024-03-23 14:00:00,2024-03-23 16:56:39.959918
761,262,10,23,2024-03-26 06:00:00,2024-03-26 11:37:56.726601
762,199,14,26,2024-03-28 11:00:00,2024-03-28 16:49:44.997844
763,28,1,24,2024-02-02 09:00:00,2024-02-02 13:06:10.110521
764,227,8,30,2024-03-22 17:00:00,2024-03-22 21:32:51.818158
765,189,19,18,2024-03-18 09:00:00,2024-03-18 13:52:50.641412
766,100,10,15,2024-01-23 16:00:00,2024-01-23 17:22:20.441893
767,89,17,4,2024-02-18 06:00:00,2024-02-18 09:08:33.140659
768,285,9,5,2024-01-21 15:00:00,2024-01-21 20:13:48.255530
769,3,11,15,2024-03-31 08:00:00,2024-03-31 09:11:58.930608
770,166,20,2,2024-03-21 15:00:00,2024-03-21 20:12:56.519662
771,155,16,26,2024-03-14 14:00:00,2024-03-14 16:47:25.540587
772,163,17,8,2024-01-24 14:00:00,2024-01-24 15:20:27.176444
773,259,6,14,2024-03-10 14:00:00,2024-03-10 17:01:01.507196
774,179,8,29,2024-01-28 16:00:00,2024-01-28 18:39:33.903268
775,185,10,7,2024-03-20 14:00:00,2024-03-20 17:22:27.429397
776,288,1,4,2024-03-26 11:00:00,2024-03-26 14:13:42.010433
777,125,2,22,2024-02-11 12:00:00,2024-02-11 17:34:46.783745
778,59,13,9,2024-03-10 17:00:00,2024-03-10 19:24:50.921897
779,265,12,17,2024-03-06 13:00:00,2024-03-06 16:26:02.484765
780,152,7,11,2024-03-06 07:00:00,2024-03-06 12:44:27.812754
781,86,18,18,2024-01-01 16:00:00,2024-01-01 17:19:38.492798
782,110,14,27,2024-01-14 09:00:00,2024-01-14 12:41:19.575852
783,223,3,24,2024-03-28 08:00:00,2024-03-28 09:07:07.553030
784,170,2,3,2024-01-10 06:00:00,2024-01-10 07:53:23.858944
785,129,18,3,2024-03-14 09:00:00,2024-03-14 14:33:17.758340
786,209,13,15,2024-03-21 12:00:00,2024-03-21 15:09:54.450624
787,9,13,22,2024-01-16 14:00:00,2024-01-16 15:01:46.180694
788,33,19,2,2024-03-30 07:00:00,2024-03-30 09:47:18.602497
789,258,4,10,2024-03-28 10:00:00,2024-03-28 14:01:58.185141
790,145,15,13,2024-02-20 16:00:00,2024-02-20 17:09:14.744724
791,81,18,8,2024-01-18 17:00:00,2024-01-18 19:57:17.866178
792,280,10,21,2024-01-19 10:00:00,2024-01-19 14:23:11.202819
793,192,1,18,2024-03-12 08:00:00,2024-03-12 09:36:58.232861
794,3,19,20,2024-02-20 14:00:00,2024-02-20 17:44:15.458103
795,44,10,7,2024-02-14 09:00:00,2024-02-14 12:03:47.780928
796,263,5,6,2024-01-24 09:00:00,2024-01-24 13:05:03.928618
797,130,7,4,2024-01-24 16:00:00,2024-01-24 20:59:53.880965
798,28,18,15,2024-03-23 14:00:00,2024-03-23 15:21:56.602299
799,35,9,4,2024-01-26 17:00:00,2024-01-26 20:54:10.721761
800,170,12,5,2024-03-26 16:00:00,2024-03-26 18:10:21.591277
801,146,20,3,2024-01-25 11:00:00,2024-01-25 14:25:45.502145
802,169,20,22,2024-02-09 17:00:00,2024-02-09 20:55:15.058791
803,290,19,12,2024-02-10 12:00:00,2024-02-10 13:50:35.511196
804,161,8,26,2024-01-29 17:00:00,2024-01-29 21:41:56.691887
805,224,9,27,2024-02-16 08:00:00,2024-02-16 12:23:52.443237
806,170,16,15,2024-02-27 11:00:00,2024-02-27 15:52:25.805307
807,250,18,4,2024-01-23 16:00:00,2024-01-23 20:01:59.297989
808,144,5,29,2024-03-09 09:00:00,2024-03-09 11:18:58.223711
809,40,3,29,2024-01-03 14:00:00,2024-01-03 18:09:29.276900
810,298,19,13,2024-03-16 09:00:00,2024-03-16 14:31:53.464393
811,283,9,18,2024-03-10 13:00:00,2024-03-10 17:16:10.346507
812,77,12,13,2024-01-29 18:00:00,2024-01-29 21:56:52.813586
813,149,5,15,2024-03-05 14:00:00,2024-03-05 15:27:09.972437
814,187,17,1,2024-03-25 09:00:00,2024-03-25 14:14:23.673122
815,85,17,5,2024-02-27 08:00:00,2024-02-27 09:53:44.613310
816,290,5,24,2024-03-02 11:00:00,2024-03-02 12:12:07.556869
817,250,8,3,2024-02-03 11:00:00,2024-02-03 13:10:12.336039
818,106,17,30,2024-02-16 12:00:00,2024-02-16 15:20:54.136122
819,233,2,2,2024-03-24 11:00:00,2024-03-24 12:30:58.050232
820,267,9,27,2024-02-03 15:00:00,2024-02-03 18:43:18.301118
821,90,13,21,2024-02-18 11:00:00,2024-02-18 14:56:18.218846
822,40,17,9,2024-02-18 09:00:00,2024-02-18 12:34:54.692079
823,181,12,16,2024-03-02 15:00:00,2024-03-02 16:01:58.758358
824,72,15,6,2024-01-30 07:00:00,2024-01-30 10:34:21.742917
825,144,7,5,2024-01-24 08:00:00,2024-01-24 10:48:40.012996
826,61,8,14,2024-02-12 17:00:00,2024-02-12 18:34:00.096556
827,246,16,7,2024-03-16 08:00:00,2024-03-16 12:14:10.666215
828,211,1,8,2024-01-06 08:00:00,2024-01-06 11:52:02.757204
829,83,5,21,2024-03-06 06:00:00,2024-03-06 11:27:14.358086
830,76,2,6,2024-02-03 08:00:00,2024-02-03 11:34:59.532467
831,208,20,19,2024-03-22 06:00:00,2024-03-22 11:23:33.161693
832,146,3,7,2024-02-27 15:00:00,2024-02-27 20:57:49.964827
833,247,6,8,2024-02-22 15:00:00,2024-02-22 16:42:48.818467
834,299,6,20,2024-03-25 14:00:00,2024-03-25 16:19:21.372574
835,176,15,20,2024-03-16 07:00:00,2024-03-16 09:08:56.648169
836,198,5,4,2024-01-03 09:00:00,2024-01-03 12:36:48.804174
837,259,14,27,2024-01-20 15:00:00,2024-01-20 16:28:53.374381
838,244,20,20,2024-01-05 18:00:00,2024-01-05 21:39:25.739103
839,61,3,16,2024-03-25 08:00:00,2024-03-25 13:30:35.725603
840,277,1,29,2024-03-27 16:00:00,2024-03-27 19:09:26.942854
841,216,12,28,2024-01-06 17:00:00,2024-01-06 20:38:56.697341
842,118,16,26,2024-02-18 11:00:00,2024-02-18 14:56:42.865551
843,295,4,14,2024-01-18 10:00:00,2024-01-18 13:23:08.542266
844,120,3,10,2024-03-17 14:00:00,2024-03-17 17:02:35.640684
845,97,1,23,2024-01-01 15:00:00,2024-01-01 18:36:45.731336
846,267,1,13,2024-03-24 09:00:00,2024-03-24 13:26:19.801262
847,162,14,12,2024-01-14 08:00:00,2024-01-14 11:07:49.288603
848,300,9,9,2024-03-09 12:00:00,2024-03-09 15:49:24.064278
849,142,13,25,2024-01-27 12:00:00,2024-01-27 15:45:37.889070
850,286,16,6,2024-02-17 14:00:00,2024-02-17 17:46:28.404413
851,130,10,19,2024-02-14 18:00:00,2024-02-14 22:31:38.902943
852,71,4,24,2024-01-30 13:00:00,2024-01-30 17:54:55.966686
853,83,4,7,2024-03-06 12:00:00,2024-03-06 16:55:49.460212
854,282,20,23,2024-03-28 17:00:00,2024-03-28 18:15:36.950348
855,200,1,26,2024-01-12 08:00:00,2024-01-12 11:21:30.035882
856,223,3,3,2024-02-03 09:00:00,2024-02-03 11:51:15.032269
857,20,13,30,2024-02-21 15:00:00,2024-02-21 19:16:51.154137
858,147,20,2,2024-01-23 16:00:00,2024-01-23 19:28:18.630797
859,6,7,28,2024-03-25 18:00:00,2024-03-25 21:35:26.759079
860,100,2,26,2024-03-17 14:00:00,2024-03-17 17:34:44.645368
861,119,20,6,2024-03-27 06:00:00,2024-03-27 08:47:55.319969
862,1,6,3,2024-02-05 18:00:00,2024-02-05 20:59:49.806419
863,203,13,19,2024-01-26 14:00:00,2024-01-26 15:04:36.597405
864,36,3,18,2024-02-06 17:00:00,2024-02-06 22:08:55.766444
865,299,12,12,2024-02-05 09:00:00,2024-02-05 13:01:54.541344
866,100,15,30,2024-02-21 15:00:00,2024-02-21 16:01:23.726128
867,90,14,17,2024-01-14 14:00:00,2024-01-14 15:21:42.947469
868,151,11,4,2024-03-06 10:00:00,2024-03-06 15:22:50.034832
869,295,9,23,2024-02-26 12:00:00,2024-02-26 15:48:57.034868
870,125,11,25,2024-02-28 16:00:00,2024-02-28 19:18:12.967946
871,15,16,4,2024-02-03 07:00:00,2024-02-03 09:54:48.118427
872,113,8,26,2024-02-10 12:00:00,2024-02-10 17:46:38.022368
873,265,18,1,2024-03-30 10:00:00,2024-03-30 12:14:28.636969
874,48,13,22,2024-02-13 07:00:00,2024-02-13 10:46:21.927073
875,92,16,11,2024-02-15 09:00:00,2024-02-15 14:28:17.692552
876,138,6,24,2024-03-28 09:00:00,2024-03-28 12:29:41.988127
877,103,8,24,2024-01-31 10:00:00,2024-01-31 12:02:02.015382
878,104,8,27,2024-03-20 11:00:00,2024-03-20 12:46:47.920233
879,55,4,30,2024-01-11 16:00:00,2024-01-11 21:46:44.034313
880,253,20,1,2024-03-10 06:00:00,2024-03-10 11:14:24.190724
881,191,20,11,2024-03-04 15:00:00,2024-03-04 20:20:37.839041
882,252,6,25,2024-03-06 10:00:00,2024-03-06 12:59:21.830962
883,296,5,2,2024-03-08 18:00:00,2024-03-08 21:06:57.165615
884,277,2,17,2024-02-14 12:00:00,2024-02-14 17:18:07.202349
885,90,15,4,2024-03-30 14:00:00,2024-03-30 17:18:01.270621
886,5,1,22,2024-01-27 12:00:00,2024-01-27 15:54:18.147942
887,167,12,20,2024-02-03 08:00:00,2024-02-03 11:44:34.141207
888,122,9,16,2024-03-19 11:00:00,2024-03-19 13:49:46.634720
889,256,14,7,2024-02-23 17:00:00,2024-02-23 21:45:39.523741
890,187,13,9,2024-02-27 08:00:00,2024-02-27 11:51:25.374927
891,295,8,27,2024-01-13 17:00:00,2024-01-13 19:20:59.083924
892,121,18,14,2024-02-18 09:00:00,2024-02-18 10:43:45.187236
893,77,16,26,2024-01-02 08:00:00,2024-01-02 11:06:27.372042
894,69,17,18,2024-02-10 18:00:00,2024-02-10 21:25:59.163554
895,129,18,28,2024-03-13 06:00:00,2024-03-13 08:59:31.234234
896,84,2,7,2024-02-02 13:00:00,2024-02-02 18:11:41.490761
897,50,15,24,2024-02-12 10:00:00,2024-02-12 12:48:17.316379
898,287,18,30,2024-02-02 11:00:00,2024-02-02 12:05:57.036005
899,63,12,28,2024-03-27 15:00:00,2024-03-27 16:59:41.245991
900,295,18,6,2024-02-06 11:00:00,2024-02-06 13:37:31.625160
901,262,16,25,2024-02-27 07:00:00,2024-02-27 09:54:19.277971
902,147,15,21,2024-01-19 08:00:00,2024-01-19 12:12:10.451749
903,173,14,21,2024-03-19 15:00:00,2024-03-19 18:01:25.908962
904,37,3,6,2024-02-13 09:00:00,2024-02-13 11:34:02.677141
905,150,9,20,2024-03-23 12:00:00,2024-03-23 14:21:22.465824
906,228,12,24,2024-03-16 14:00:00,2024-03-16 19:49:39.468591
907,212,6,6,2024-01-03 08:00:00,2024-01-03 12:38:19.903496
908,129,3,7,2024-01-22 12:00:00,2024-01-22 13:30:54.167653
909,33,16,18,2024-01-07 06:00:00,2024-01-07 10:51:16.806700
910,269,3,4,2024-02-03 15:00:00,2024-02-03 16:46:34.938516
911,200,10,8,2024-02-01 17:00:00,2024-02-01 19:25:15.155041
912,65,5,17,2024-01-22 06:00:00,2024-01-22 07:10:32.789656
913,183,11,28,2024-03-01 13:00:00,2024-03-01 18:52:29.667818
914,277,9,18,2024-02-26 08:00:00,2024-02-26 13:50:51.760762
915,277,6,19,2024-03-17 13:00:00,2024-03-17 17:09:18.855408
916,289,14,17,2024-03-22 16:00:00,2024-03-22 19:40:08.114359
917,178,16,18,2024-01-30 18:00:00,2024-01-30 19:26:51.972406
918,158,12,14,2024-02-03 08:00:00,2024-02-03 10:31:04.312480
919,1,17,27,2024-01-18 11:00:00,2024-01-18 13:26:01.720473
920,274,1,23,2024-03-03 18:00:00,2024-03-03 21:23:07.207268
921,5,14,26,2024-02-07 15:00:00,2024-02-07 17:09:21.877083
922,4,18,12,2024-01-25 12:00:00,2024-01-25 17:24:38.917233
923,224,13,8,2024-01-21 17:00:00,2024-01-21 21:41:08.121374
924,200,13,8,2024-02-03 07:00:00,2024-02-03 10:06:40.308890
925,123,17,25,2024-03-19 18:00:00,2024-03-19 22:28:10.642058
926,140,10,21,2024-03-09 18:00:00,2024-03-09 20:20:38.796447
927,97,3,6,2024-01-18 10:00:00,2024-01-18 11:33:06.414309
928,234,20,15,2024-02-04 17:00:00,2024-02-04 21:06:49.568045
929,97,11,1,2024-01-20 06:00:00,2024-01-20 11:50:54.891917
930,12,6,4,2024-02-06 10:00:00,2024-02-06 11:37:30.705651
931,225,1,8,2024-01-12 08:00:00,2024-01-12 09:04:25.047244
932,112,11,14,2024-02-09 18:00:00,2024-02-09 22:59:50.322335
933,191,15,23,2024-01-05 11:00:00,2024-01-05 12:24:04.015750
934,75,2,9,2024-02-20 07:00:00,2024-02-20 10:42:57.455110
935,93,7,29,2024-02-02 12:00:00,2024-02-02 17:08:28.536853
936,63,8,13,2024-02-26 09:00:00,2024-02-26 13:41:17.142226
937,18,7,15,2024-01-13 14:00:00,2024-01-13 18:19:48.141907
938,107,16,13,2024-03-28 10:00:00,2024-03-28 15:40:51.874440
939,82,2,24,2024-03-11 14:00:00,2024-03-11 15:36:38.547218
940,247,10,7,2024-02-16 06:00:00,2024-02-16 11:19:05.837983
941,112,4,8,2024-03-22 12:00:00,2024-03-22 14:37:21.242777
942,86,9,19,2024-01-16 12:00:00,2024-01-16 16:56:44.588044
943,5,2,19,2024-03-29 13:00:00,2024-03-29 17:26:31.317701
944,80,12,25,2024-01-12 09:00:00,2024-01-12 10:47:18.572212
945,47,20,11,2024-03-21 06:00:00,2024-03-21 07:17:55.952369
946,79,18,26,2024-01-14 08:00:00,2024-01-14 11:26:21.171875
947,163,18,26,2024-03-23 18:00:00,2024-03-23 20:44:11.719300
948,225,7,1,2024-03-29 12:00:00,2024-03-29 14:47:27.014951
949,69,9,29,2024-01-06 13:00:00,2024-01-06 17:31:59.267621
950,287,10,18,2024-03-30 13:00:00,2024-03-30 14:56:55.965052
951,96,18,12,2024-02-11 17:00:00,2024-02-11 20:20:31.104980
952,284,6,3,2024-03-08 08:00:00,2024-03-08 11:14:48.915596
953,135,18,12,2024-02-28 06:00:00,2024-02-28 10:52:46.522332
954,260,13,24,2024-01-24 06:00:00,2024-01-24 10:05:55.222918
955,187,20,8,2024-02-11 17:00:00,2024-02-11 18:19:00.151619
956,276,13,7,2024-03-08 16:00:00,2024-03-08 19:29:15.884872
957,283,5,20,2024-02-06 11:00:00,2024-02-06 14:02:56.481500
958,165,4,4,2024-03-07 16:00:00,2024-03-07 17:20:00.237176
959,67,6,28,2024-01-05 09:00:00,2024-01-05 10:32:06.993033
960,99,4,2,2024-03-14 16:00:00,2024-03-14 21:10:53.391479
961,251,17,20,2024-03-30 15:00:00,2024-03-30 17:16:46.893546
962,188,8,20,2024-01-10 06:00:00,2024-01-10 11:39:03.798663
963,107,16,30,2024-01-11 13:00:00,2024-01-11 18:00:18.359082
964,32,12,18,2024-02-23 11:00:00,2024-02-23 15:58:16.492388
965,30,20,9,2024-03-08 06:00:00,2024-03-08 10:40:17.406089
966,156,3,7,2024-03-07 07:00:00,2024-03-07 08:30:22.052174
967,119,18,13,2024-01-25 09:00:00,2024-01-25 12:37:51.456392
968,128,19,21,2024-01-23 14:00:00,2024-01-23 18:44:45.498444
969,213,4,25,2024-03-22 15:00:00,2024-03-22 17:47:23.340586
970,235,14,29,2024-01-14 08:00:00,2024-01-14 12:57:44.308760
971,282,13,17,2024-02-13 16:00:00,2024-02-13 17:47:27.176206
972,227,12,29,2024-02-10 14:00:00,2024-02-10 19:57:26.333831
973,167,12,14,2024-03-22 12:00:00,2024-03-22 17:07:50.789551
974,166,20,8,2024-03-13 14:00:00,2024-03-13 16:04:10.706449
975,282,9,12,2024-02-27 13:00:00,2024-02-27 18:47:56.839757
976,1,2,10,2024-03-17 06:00:00,2024-03-17 09:35:16.968459
977,155,1,10,2024-01-29 09:00:00,2024-01-29 14:16:42.967659
978,12,9,30,2024-03-11 14:00:00,2024-03-11 17:46:53.815539
979,293,5,4,2024-01-05 13:00:00,2024-01-05 15:46:41.803559
980,71,9,12,2024-03-15 09:00:00,2024-03-15 11:09:53.894674
981,154,3,19,2024-02-21 15:00:00,2024-02-21 20:35:21.872460
982,40,11,26,2024-03-02 08:00:00,2024-03-02 11:26:28.975171
983,296,4,20,2024-03-23 10:00:00,2024-03-23 11:11:12.688731
984,296,13,3,2024-01-08 18:00:00,2024-01-08 20:40:19.013601
985,223,14,30,2024-01-16 18:00:00,2024-01-16 20:08:00.918085
986,6,13,2,2024-02-09 14:00:00,2024-02-09 15:12:21.280539
987,277,19,5,2024-02-11 14:00:00,2024-02-11 18:29:19.835747
988,79,2,22,2024-02-20 13:00:00,2024-02-20 17:45:51.123654
989,295,17,3,2024-01-29 12:00:00,2024-01-29 14:26:56.094525
990,202,5,5,2024-02-13 07:00:00,2024-02-13 10:22:45.383779
991,26,18,13,2024-02-03 07:00:00,2024-02-03 09:59:33.486673
992,223,5,25,2024-01-18 13:00:00,2024-01-18 16:47:47.331192
993,250,13,21,2024-03-14 09:00:00,2024-03-14 12:48:21.016977
994,269,8,8,2024-01-10 10:00:00,2024-01-10 14:53:01.894178
995,166,19,3,2024-01-15 16:00:00,2024-01-15 19:04:04.476944
996,188,12,7,2024-02-11 11:00:00,2024-02-11 14:58:09.788683
997,13,10,6,2024-02-14 15:00:00,2024-02-14 20:06:28.512959
998,227,20,5,2024-02-26 06:00:00,2024-02-26 11:37:15.837724
999,120,7,22,2024-02-17 08:00:00,2024-02-17 12:47:19.208087
1000,44,4,24,2024-01-07 09:00:00,2024-01-07 14:44:40.936470
1001,76,10,1,2024-02-13 17:00:00,2024-02-13 22:01:17.053925
1002,157,15,16,2024-01-03 11:00:00,2024-01-03 13:02:42.171740
1003,276,7,7,2024-03-10 14:00:00,2024-03-10 18:45:06.392678
1004,281,16,20,2024-01-19 17:00:00,2024-01-19 21:29:37.594176
1005,10,13,19,2024-03-25 14:00:00,2024-03-25 15:13:02.676135
1006,88,2,10,2024-01-26 18:00:00,2024-01-26 22:28:57.480392
1007,139,2,15,2024-03-24 06:00:00,2024-03-24 07:19:58.760264
1008,139,12,28,2024-01-14 06:00:00,2024-01-14 08:27:44.920396
1009,198,8,13,2024-03-06 17:00:00,2024-03-06 18:29:52.866813
1010,162,16,28,2024-03-17 14:00:00,2024-03-17 15:26:24.372039
1011,102,17,15,2024-03-12 17:00:00,2024-03-12 18:06:26.792248
1012,127,17,10,2024-02-12 13:00:00,2024-02-12 15:58:01.196721
1013,81,1,12,2024-03-28 11:00:00,2024-03-28 13:46:36.806398
1014,155,8,17,2024-02-05 18:00:00,2024-02-05 19:18:36.174543
1015,132,13,29,2024-01-04 14:00:00,2024-01-04 19:44:44.095531
1016,116,5,11,2024-02-20 16:00:00,2024-02-20 17:41:10.692170
1017,196,17,22,2024-03-19 16:00:00,2024-03-19 20:25:57.419626
1018,214,8,19,2024-01-20 12:00:00,2024-01-20 17:51:09.669116
1019,169,15,18,2024-01-17 09:00:00,2024-01-17 13:15:44.507629
1020,298,18,22,2024-01-26 08:00:00,2024-01-26 10:32:41.971131
1021,269,5,14,2024-01-19 16:00:00,2024-01-19 21:39:54.539036
1022,81,11,3,2024-03-12 14:00:00,2024-03-12 19:44:34.828155
1023,61,6,11,2024-01-19 17:00:00,2024-01-19 18:08:50.700235
1024,164,14,14,2024-02-08 13:00:00,2024-02-08 17:43:40.975140
1025,141,5,25,2024-01-25 07:00:00,2024-01-25 08:39:27.825846
1026,14,20,20,2024-02-04 15:00:00,2024-02-04 18:50:06.775673
1027,119,20,8,2024-01-30 16:00:00,2024-01-30 17:07:49.520870
1028,41,16,5,2024-03-05 15:00:00,2024-03-05 18:20:37.742970
1029,192,6,28,2024-02-19 13:00:00,2024-02-19 16:22:09.244575
1030,84,7,8,2024-01-05 12:00:00,2024-01-05 16:49:21.699374
1031,8,9,14,2024-01-29 17:00:00,2024-01-29 21:21:24.103568
1032,104,7,3,2024-01-23 13:00:00,2024-01-23 18:20:08.322047
1033,251,11,28,2024-02-28 09:00:00,2024-02-28 12:08:16.002299
1034,22,20,24,2024-02-18 17:00:00,2024-02-18 19:33:52.154845
1035,293,20,18,2024-03-08 16:00:00,2024-03-08 21:22:44.093493
1036,20,17,4,2024-02-27 13:00:00,2024-02-27 18:08:06.181830
1037,22,8,17,2024-03-09 12:00:00,2024-03-09 17:55:08.951587
1038,21,18,13,2024-03-07 18:00:00,2024-03-07 22:09:11.673956
1039,26,7,10,2024-02-26 12:00:00,2024-02-26 17:25:19.156369
1040,147,15,6,2024-02-24 10:00:00,2024-02-24 14:03:56.417026
1041,28,17,29,2024-01-19 13:00:00,2024-01-19 18:08:58.083080
1042,232,3,24,2024-03-05 07:00:00,2024-03-05 08:53:55.885054
1043,300,18,5,2024-02-20 12:00:00,2024-02-20 14:37:02.296784
1044,13,6,15,2024-03-16 17:00:00,2024-03-16 22:28:44.308330
1045,233,3,9,2024-02-11 17:00:00,2024-02-11 21:14:34.375745
1046,84,4,3,2024-01-15 17:00:00,2024-01-15 20:14:49.171524
1047,186,3,17,2024-03-31 12:00:00,2024-03-31 16:38:03.729045
1048,262,20,6,2024-02-18 14:00:00,2024-02-18 16:54:10.926167
1049,88,11,19,2024-03-25 08:00:00,2024-03-25 09:48:38.233735
1050,75,6,25,2024-01-07 12:00:00,2024-01-07 14:32:25.119700
1051,229,10,21,2024-01-24 07:00:00,2024-01-24 12:29:33.754442
1052,104,1,20,2024-02-02 06:00:00,2024-02-02 09:17:35.567841
1053,256,18,26,2024-01-01 15:00:00,2024-01-01 20:24:48.652570
1054,122,7,19,2024-03-25 13:00:00,2024-03-25 16:16:07.292710
1055,227,3,20,2024-03-17 06:00:00,2024-03-17 08:13:24.837086
1056,281,9,20,2024-03-21 14:00:00,2024-03-21 19:06:02.185044
1057,107,2,6,2024-01-19 06:00:00,2024-01-19 10:15:58.983808
1058,19,5,28,2024-01-05 16:00:00,2024-01-05 19:53:25.668878
1059,153,11,30,2024-01-12 06:00:00,2024-01-12 07:32:39.977623
1060,92,6,22,2024-02-06 15:00:00,2024-02-06 19:18:16.643001
1061,294,18,6,2024-02-28 17:00:00,2024-02-28 20:53:41.393264
1062,19,3,25,2024-02-08 11:00:00,2024-02-08 13:50:34.249659
1063,195,3,25,2024-02-24 14:00:00,2024-02-24 15:19:28.665597
1064,242,5,4,2024-03-29 10:00:00,2024-03-29 12:38:45.753485
1065,212,17,7,2024-03-30 09:00:00,2024-03-30 13:03:36.967409
1066,56,19,24,2024-03-21 14:00:00,2024-03-21 19:56:09.406748
1067,248,20,30,2024-03-31 10:00:00,2024-03-31 13:08:06.964892
1068,163,9,17,2024-03-14 15:00:00,2024-03-14 17:46:09.360199
1069,67,20,19,2024-03-04 14:00:00,2024-03-04 18:38:45.325392
1070,255,16,26,2024-01-24 15:00:00,2024-01-24 17:09:48.989511
1071,149,7,1,2024-01-16 06:00:00,2024-01-16 09:19:27.941419
1072,61,7,26,2024-03-19 12:00:00,2024-03-19 15:04:12.740511
1073,171,12,18,2024-03-22 09:00:00,2024-03-22 10:03:23.350824
1074,104,10,9,2024-01-09 10:00:00,2024-01-09 12:30:05.111902
1075,282,11,25,2024-01-01 07:00:00,2024-01-01 11:25:45.044196
1076,175,13,24,2024-03-13 15:00:00,2024-03-13 20:48:02.030855
1077,90,7,11,2024-02-13 16:00:00,2024-02-13 19:23:43.948920
1078,243,2,21,2024-01-18 13:00:00,2024-01-18 14:46:36.953196
1079,236,18,29,2024-02-12 13:00:00,2024-02-12 17:55:11.802598
1080,212,2,27,2024-03-07 10:00:00,2024-03-07 13:49:28.967538
1081,162,18,18,2024-01-03 09:00:00,2024-01-03 12:53:13.157559
1082,170,12,3,2024-01-20 10:00:00,2024-01-20 15:12:13.304764
1083,174,13,21,2024-03-09 08:00:00,2024-03-09 11:51:17.669541
1084,200,6,20,2024-01-15 18:00:00,2024-01-15 22:45:27.723756
1085,162,2,9,2024-02-22 07:00:00,2024-02-22 10:29:06.979819
1086,122,12,15,2024-02-08 09:00:00,2024-02-08 12:37:31.807554
1087,90,4,12,2024-01-05 18:00:00,2024-01-05 20:00:37.771446
1088,48,15,17,2024-01-04 18:00:00,2024-01-04 21:24:47.937441
1089,257,5,7,2024-02-13 13:00:00,2024-02-13 17:39:43.939202
1090,269,10,25,2024-02-11 08:00:00,2024-02-11 12:50:50.665150
1091,51,17,22,2024-01-17 09:00:00,2024-01-17 13:37:22.271381
1092,236,13,23,2024-03-07 07:00:00,2024-03-07 08:01:13.977646
1093,23,20,28,2024-01-12 11:00:00,2024-01-12 14:20:03.766245
1094,24,4,17,2024-03-25 17:00:00,2024-03-25 19:33:44.654400
1095,296,10,21,2024-01-27 11:00:00,2024-01-27 13:00:09.999221
1096,147,9,18,2024-02-10 18:00:00,2024-02-10 21:12:20.081210
1097,61,9,5,2024-01-21 10:00:00,2024-01-21 11:34:20.287090
1098,287,17,4,2024-01-27 14:00:00,2024-01-27 16:45:05.726483
1099,164,9,5,2024-03-31 18:00:00,2024-03-31 20:24:58.818528
1100,126,6,3,2024-02-09 15:00:00,2024-02-09 20:27:40.375885
1101,277,15,2,2024-01-17 06:00:00,2024-01-17 09:21:13.240422
1102,26,4,13,2024-01-07 07:00:00,2024-01-07 10:07:56.383414
1103,92,20,29,2024-03-16 16:00:00,2024-03-16 21:10:51.139268
1104,229,20,12,2024-02-09 11:00:00,2024-02-09 16:05:13.955623
1105,274,3,30,2024-02-29 15:00:00,2024-02-29 16:39:32.315047
1106,240,4,15,2024-02-09 16:00:00,2024-02-09 20:13:19.534979
1107,239,16,8,2024-01-29 08:00:00,2024-01-29 13:18:19.732987
1108,133,12,13,2024-01-24 17:00:00,2024-01-24 22:35:10.759592
1109,170,11,15,2024-03-03 06:00:00,2024-03-03 07:19:36.573579
1110,58,12,16,2024-02-29 08:00:00,2024-02-29 10:24:40.632641
1111,179,20,19,2024-01-17 14:00:00,2024-01-17 15:30:52.779786
1112,55,11,18,2024-03-24 07:00:00,2024-03-24 11:57:43.756912
1113,273,15,13,2024-03-16 12:00:00,2024-03-16 14:11:34.355252
1114,125,18,6,2024-03-02 12:00:00,2024-03-02 13:19:49.078824
1115,107,19,14,2024-02-25 15:00:00,2024-02-25 19:56:11.881871
1116,279,8,6,2024-03-25 16:00:00,2024-03-25 17:23:22.099247
1117,294,16,4,2024-03-16 15:00:00,2024-03-16 18:18:52.351818
1118,285,4,27,2024-02-26 08:00:00,2024-02-26 10:32:24.643024
1119,208,3,20,2024-01-14 16:00:00,2024-01-14 21:04:13.200960
1120,195,11,16,2024-03-23 16:00:00,2024-03-23 17:18:26.679988
1121,112,5,29,2024-03-15 18:00:00,2024-03-15 22:10:50.390760
1122,1,5,22,2024-01-20 13:00:00,2024-01-20 16:39:22.604779
1123,200,20,19,2024-02-27 09:00:00,2024-02-27 11:01:41.910274
1124,163,10,19,2024-03-27 10:00:00,2024-03-27 15:35:33.029206
1125,223,12,3,2024-03-15 06:00:00,2024-03-15 10:03:26.833611
1126,262,13,28,2024-01-17 10:00:00,2024-01-17 11:18:43.390054
1127,282,2,1,2024-03-31 14:00:00,2024-03-31 19:06:13.559106
